fltno,dest,source,freq,route
6E  7193,MAA,IXM,7,MAA-IXM
6E  7194,IXM,MAA,7,IXM-MAA
6E  7195,MAA,IXM,7,MAA-IXM
6E  7196,IXM,MAA,7,IXM-MAA
6E  7197,MAA,IXM,7,MAA-IXM
6E  7198,IXM,MAA,7,IXM-MAA
6E  7199,MAA,IXM,7,MAA-IXM
6E  7201,HYD,VGA,7,HYD-VGA
6E  7202,VGA,HYD,7,VGA-HYD
6E  7203,VGA,BLR,7,VGA-BLR
6E  7204,BLR,VGA,7,BLR-VGA
6E  7205,HYD,VGA,7,HYD-VGA
6E  7206,VGA,HYD,7,VGA-HYD
6E  7207,VGA,MAA,7,VGA-MAA
6E  7208,MAA,VGA,7,MAA-VGA
6E  7209,VGA,HYD,7,VGA-HYD
6E  7211,HYD,VGA,7,HYD-VGA
6E  7212,IXM,MAA,7,IXM-MAA
6E  7214,BLR,IXM,7,BLR-IXM
6E  7215,MAA,TRZ,7,MAA-TRZ
6E  7216,MAA,IXM,7,MAA-IXM
6E  7217,IXM,BLR,6,IXM-BLR
6E  7218,BLR,IXM,6,BLR-IXM
6E  7219,IXM,BLR,7,IXM-BLR
6E  722,BBI,CCU,7,BBI-CCU
6E  7223,BLR,IXG,7,BLR-IXG
6E  7225,HYD,CNN,7,HYD-CNN
6E  7228,MAA,TCR,7,MAA-TCR
6E  7229,TCR,MAA,7,TCR-MAA
6E  7231,BLR,RJA,7,BLR-RJA
6E  7232,RJA,BLR,7,RJA-BLR
6E  7233,IXG,BLR,1,IXG-BLR
6E  7234,BLR,TRZ,7,BLR-TRZ
6E  7236,BLR,TRZ,7,BLR-TRZ
6E  7237,RJA,HYD,7,RJA-HYD
6E  7238,BLR,VTZ,7,BLR-VTZ
6E  7239,VTZ,BLR,7,VTZ-BLR
6E  724,GOI,DEL,7,GOI-DEL
6E  7241,BLR,TCR,7,BLR-TCR
6E  7242,TCR,BLR,1,TCR-BLR
6E  7243,TRZ,MAA,7,TRZ-MAA
6E  7244,RJA,HYD,7,RJA-HYD
6E  7245,BLR,SAG,7,BLR-SAG
6E  7246,SAG,BLR,7,SAG-BLR
6E  7247,HYD,RJA,7,HYD-RJA
6E  7248,RPR,HYD,7,RPR-HYD
6E  7249,HYD,RPR,7,HYD-RPR
6E  725,CCU,HYD,7,CCU-HYD
6E  7251,BLR,TRV,7,BLR-TRV
6E  7252,TRV,CNN,7,TRV-CNN
6E  7253,CNN,TRV,7,CNN-TRV
6E  7254,TRV,BLR,7,TRV-BLR
6E  726,GAU,IXS,7,GAU-IXS
6E  7261,MAA,CJB,7,MAA-CJB
6E  7262,CJB,MAA,7,CJB-MAA
6E  7263,MAA,TRZ,7,MAA-TRZ
6E  7264,CCU,RPR,7,CCU-RPR
6E  7265,RPR,CCU,7,RPR-CCU
6E  7268,CCU,IXR,7,CCU-IXR
6E  7269,IXR,CCU,7,IXR-CCU
6E  727,MAA,BLR,7,MAA-BLR
6E  7274,HYD,MAA,1,HYD-MAA
6E  7281,MAA,VTZ,7,MAA-VTZ
6E  7282,VTZ,HYD,7,VTZ-HYD
6E  7283,HYD,VTZ,7,HYD-VTZ
6E  7284,VTZ,MAA,7,VTZ-MAA
6E  7287,BLR,CCJ,7,BLR-CCJ
6E  729,BLR,MAA,1,BLR-MAA
6E  7294,HYD,RPR,7,HYD-RPR
6E  7295,IDR,AMD,6,IDR-AMD
6E  7296,AMD,IDR,6,AMD-IDR
6E  7305,CCU,GOP,7,CCU-GOP
6E  7306,GOP,CCU,7,GOP-CCU
6E  7307,TRZ,BLR,1,TRZ-BLR
6E  7308,RPR,HYD,7,RPR-HYD
6E  7309,CCU,GAU,7,CCU-GAU
6E  731,IXS,GAU,7,IXS-GAU
6E  7311,GAU,CCU,7,GAU-CCU
6E  732,HYD,LKO,7,HYD-LKO
6E  733,DEL,IDR,7,DEL-IDR
6E  734,BLR,BOM,7,BLR-BOM
6E  7345,GAU,AJL,7,GAU-AJL
6E  7346,HYD,IXU,7,HYD-IXU
6E  7347,IXU,HYD,7,IXU-HYD
6E  7348,AJL,GAU,7,AJL-GAU
6E  7349,BLR,CNN,7,BLR-CNN
6E  7352,CNN,COK,7,CNN-COK
6E  7353,HYD,VGA,7,HYD-VGA
6E  736,DEL,IXC,7,DEL-IXC
6E  738,DEL,PAT,7,DEL-PAT
6E  739,DEL,HYD,6,DEL-HYD
6E  742,VTZ,HYD,7,VTZ-HYD
6E  743,HYD,GOI,6,HYD-GOI
6E  744,GOI,HYD,6,GOI-HYD
6E  746,CCU,PNQ,7,CCU-PNQ
6E  747,BLR,BDQ,7,BLR-BDQ
6E  748,UDR,BOM,7,UDR-BOM
6E  749,BOM,UDR,7,BOM-UDR
6E  751,AMD,CCU,7,AMD-CCU
6E  752,CJB,HYD,7,CJB-HYD
6E  753,UDR,BOM,7,UDR-BOM
6E  754,CCU,AMD,7,CCU-AMD
6E  755,IXC,DEL,7,IXC-DEL
6E  756,BBI,MAA,7,BBI-MAA
6E  757,IXA,CCU,7,IXA-CCU
6E  758,AMD,BLR,1,AMD-BLR
6E  759,MAA,CJB,7,MAA-CJB
6E  7639,HYD,BLR,5,HYD-BLR
6E  764,BOM,UDR,7,BOM-UDR
6E  765,DEL,HYD,7,DEL-HYD
6E  766,HYD,DEL,7,HYD-DEL
6E  767,DEL,HYD,7,DEL-HYD
6E  768,BOM,MAA,7,BOM-MAA
6E  7684,BLR,HYD,5,BLR-HYD
6E  7685,RJA,BLR,7,RJA-BLR
6E  7686,MAA,CCJ,3,MAA-CCJ
6E  769,DEL,PNQ,1,DEL-PNQ
6E  771,BBI,HYD,7,BBI-HYD
6E  7717,CCU,PAT,7,CCU-PAT
6E  7718,PAT,CCU,7,PAT-CCU
6E  7738,BLR,TRZ,7,BLR-TRZ
6E  7739,TRZ,BLR,7,TRZ-BLR
6E  774,DEL,NAG,7,DEL-NAG
6E  7742,IXG,BLR,6,IXG-BLR
6E  7743,HYD,CNN,1,HYD-CNN
6E  7744,CNN,HYD,2,CNN-HYD
6E  7745,HYD,NAG,7,HYD-NAG
6E  7746,NAG,HYD,7,NAG-HYD
6E  775,CCU,BBI,7,CCU-BBI
6E  776,VTZ,HYD,7,VTZ-HYD
6E  779,CJB,HYD,7,CJB-HYD
6E  782,MAA,BOM,7,MAA-BOM
6E  783,VTZ,HYD,7,VTZ-HYD
6E  7842,MAA,CCJ,4,MAA-CCJ
6E  7843,CCJ,MAA,4,CCJ-MAA
6E  785,HYD,BBI,7,HYD-BBI
6E  786,DEL,CCU,7,DEL-CCU
6E  787,BOM,PAT,7,BOM-PAT
6E  788,CCU,HYD,7,CCU-HYD
6E  789,COK,CCU,7,COK-CCU
6E  792,DEL,GOI,7,DEL-GOI
6E  793,BOM,GOI,7,BOM-GOI
6E  7932,RPR,IXD,7,RPR-IXD
6E  7933,IXD,RPR,7,IXD-RPR
6E  7937,IXD,GOP,7,IXD-GOP
6E  7938,GOP,IXD,7,GOP-IXD
6E  794,CCU,PNQ,7,CCU-PNQ
6E  7942,MAA,CNN,3,MAA-CNN
6E  7943,MAA,CNN,7,MAA-CNN
6E  7944,CNN,MAA,2,CNN-MAA
6E  7958,COK,CNN,7,COK-CNN
6E  7964,HBX,MAA,7,HBX-MAA
6E  7965,COK,HBX,7,COK-HBX
6E  7966,HYD,IXG,7,HYD-IXG
6E  7968,IXG,HYD,7,IXG-HYD
6E  797,MAA,CCU,7,MAA-CCU
6E  7973,CNN,BLR,6,CNN-BLR
6E  7974,BLR,CNN,6,BLR-CNN
6E  7975,CNN,COK,7,CNN-COK
6E  7976,TRV,CNN,7,TRV-CNN
6E  7977,CNN,TRV,7,CNN-TRV
6E  7979,CNN,HBX,7,CNN-HBX
6E  798,CCU,IXA,7,CCU-IXA
6E  7981,HBX,CNN,7,HBX-CNN
6E  7982,IXD,CCU,7,IXD-CCU
6E  7983,CCU,IXD,7,CCU-IXD
6E  7984,CNN,GOI,7,CNN-GOI
6E  7985,GOI,CNN,7,GOI-CNN
6E  7986,MAA,HBX,4,MAA-HBX
6E  7987,HBX,MAA,7,HBX-MAA
6E  7989,CCU,IXD,7,CCU-IXD
6E  799,BOM,BLR,7,BOM-BLR
6E  7991,TIR,KLH,7,TIR-KLH
6E  7992,KLH,TIR,7,KLH-TIR
6E  7993,KLH,HYD,7,KLH-HYD
6E  7994,HYD,KLH,7,HYD-KLH
6E  7995,MAA,HBX,7,MAA-HBX
6E  7996,HBX,COK,7,HBX-COK
6E  801,BOM,RPR,7,BOM-RPR
6E  802,RPR,BOM,7,RPR-BOM
6E  804,RPR,BOM,7,RPR-BOM
6E  805,BLR,MAA,7,BLR-MAA
6E  806,BLR,GOI,7,BLR-GOI
6E  807,BLR,BDQ,1,BLR-BDQ
6E  808,BDQ,BLR,1,BDQ-BLR
6E  81,BOM,MCT,7,BOM-MCT
6E  811,IDR,RPR,7,IDR-RPR
6E  813,GOI,BOM,7,GOI-BOM
6E  815,PNQ,HYD,6,PNQ-HYD
6E  818,DEL,DED,6,DEL-DED
6E  819,PNQ,BLR,7,PNQ-BLR
6E  8201,IXC,DEL,1,IXC-DEL
6E  821,BOM,HYD,7,BOM-HYD
6E  822,BLR,IXR,1,BLR-IXR
6E  8225,BLR,IXE,1,BLR-IXE
6E  823,AMD,BLR,6,AMD-BLR
6E  8238,VNS,HYD,1,VNS-HYD
6E  825,BOM,BLR,7,BOM-BLR
6E  826,DEL,GOP,7,DEL-GOP
6E  8268,DEL,MCT,2,DEL-MCT
6E  827,HYD,BLR,1,HYD-BLR
6E  8271,HYD,MCT,1,HYD-MCT
6E  8273,LKO,MCT,2,LKO-MCT
6E  8275,MAA,MCT,1,MAA-MCT
6E  828,BLR,RPR,7,BLR-RPR
6E  8288,BOM,GOI,1,BOM-GOI
6E  829,RPR,BLR,1,RPR-BLR
6E  8299,TRV,MCT,2,TRV-MCT
6E  833,IXA,CCU,7,IXA-CCU
6E  834,BOM,HYD,7,BOM-HYD
6E  835,LKO,PNQ,7,LKO-PNQ
6E  836,PNQ,LKO,7,PNQ-LKO
6E  837,COK,DEL,7,COK-DEL
6E  838,BLR,JAI,7,BLR-JAI
6E  839,JAI,BLR,7,JAI-BLR
6E  8409,TRZ,MAA,2,TRZ-MAA
6E  841,BOM,DEL,7,BOM-DEL
6E  8416,MAA,TRZ,2,MAA-TRZ
6E  842,IXC,DEL,6,IXC-DEL
6E  8421,LKO,DEL,1,LKO-DEL
6E  843,DEL,BOM,7,DEL-BOM
6E  8432,LKO,BOM,2,LKO-BOM
6E  844,DED,LKO,7,DED-LKO
6E  845,HYD,DEL,7,HYD-DEL
6E  846,HYD,DEL,7,HYD-DEL
6E  8467,VTZ,HYD,1,VTZ-HYD
6E  847,BLR,JAI,6,BLR-JAI
6E  848,BOM,BLR,1,BOM-BLR
6E  8481,VGA,HYD,1,VGA-HYD
6E  8489,GOI,BOM,1,GOI-BOM
6E  849,BLR,BOM,7,BLR-BOM
6E  8498,LKO,DEL,1,LKO-DEL
6E  852,BLR,DED,6,BLR-DED
6E  854,CCU,DEL,7,CCU-DEL
6E  855,BLR,HYD,7,BLR-HYD
6E  856,AMD,MAA,7,AMD-MAA
6E  861,DEL,CCU,7,DEL-CCU
6E  862,CCU,PNQ,7,CCU-PNQ
6E  863,PNQ,DEL,7,PNQ-DEL
6E  866,HYD,LKO,7,HYD-LKO
6E  867,IDR,DEL,7,IDR-DEL
6E  868,CCU,BBI,7,CCU-BBI
6E  869,IXU,HYD,7,IXU-HYD
6E  873,BLR,TRV,7,BLR-TRV
6E  874,BLR,CCU,7,BLR-CCU
6E  875,BLR,IXE,6,BLR-IXE
6E  877,IXE,BLR,7,IXE-BLR
6E  879,AMD,HYD,7,AMD-HYD
6E  881,MAA,CJB,7,MAA-CJB
6E  882,MAA,VTZ,7,MAA-VTZ
6E  883,HYD,IDR,7,HYD-IDR
6E  884,IDR,HYD,7,IDR-HYD
6E  885,GAU,DEL,7,GAU-DEL
6E  889,DEL,IXA,7,DEL-IXA
6E  892,MAA,CCU,7,MAA-CCU
6E  894,BLR,BOM,7,BLR-BOM
6E  895,AMD,COK,1,AMD-COK
6E  896,COK,AMD,5,COK-AMD
6E  897,BLR,VNS,6,BLR-VNS
6E  898,CCU,DEL,7,CCU-DEL
6E  902,BLR,PAT,7,BLR-PAT
6E  905,MAA,HYD,7,MAA-HYD
6E  906,DEL,LKO,7,DEL-LKO
6E  907,BOM,MAA,7,BOM-MAA
6E  908,DEL,CJB,7,DEL-CJB
6E  909,NAG,BLR,7,NAG-BLR
6E  911,PNQ,MAA,7,PNQ-MAA
6E  912,MAA,PNQ,7,MAA-PNQ
6E  913,HYD,JAI,4,HYD-JAI
6E  914,HYD,CJB,1,HYD-CJB
6E  915,HYD,VNS,7,HYD-VNS
6E  916,VNS,HYD,7,VNS-HYD
6E  917,MAA,BOM,7,MAA-BOM
6E  9207,RPR,UDR,1,RPR-UDR
6E  921,DEL,CCU,7,DEL-CCU
6E  922,HYD,BBI,7,HYD-BBI
6E  923,MAA,CCU,7,MAA-CCU
6E  924,GOI,DEL,7,GOI-DEL
6E  932,CCU,BLR,7,CCU-BLR
6E  933,CCJ,BOM,7,CCJ-BOM
6E  9342,IDR,JDH,7,IDR-JDH
6E  9343,JDH,IDR,7,JDH-IDR
6E  935,AMD,LKO,7,AMD-LKO
6E  936,BLR,IXM,1,BLR-IXM
6E  937,DEL,IXC,6,DEL-IXC
6E  938,HYD,RPR,7,HYD-RPR
6E  939,DEL,GAU,7,DEL-GAU
6E  9407,UDR,RPR,1,UDR-RPR
6E  943,DEL,LKO,7,DEL-LKO
6E  944,HYD,CCU,7,HYD-CCU
6E  945,DEL,TRV,7,DEL-TRV
6E  946,CCU,HYD,6,CCU-HYD
6E  947,AMD,GOI,7,AMD-GOI
6E  948,GOI,AMD,7,GOI-AMD
6E  949,BOM,BLR,7,BOM-BLR
6E  951,DEL,PNQ,7,DEL-PNQ
6E  955,DEL,IXJ,7,DEL-IXJ
6E  956,BOM,DEL,7,BOM-DEL
6E  957,DEL,BOM,7,DEL-BOM
6E  958,IXB,CCU,7,IXB-CCU
6E  959,DEL,LKO,7,DEL-LKO
6E  961,CCU,BOM,7,CCU-BOM
6E  962,AMD,DEL,7,AMD-DEL
6E  963,DED,DEL,7,DED-DEL
6E  964,BOM,DEL,7,BOM-DEL
6E  965,JAI,BOM,7,JAI-BOM
6E  966,DEL,IXC,7,DEL-IXC
6E  967,DEL,HYD,7,DEL-HYD
6E  9677,HYD,STV,1,HYD-STV
6E  9678,JAI,STV,1,JAI-STV
6E  9679,JAI,IDR,1,JAI-IDR
6E  968,BLR,VNS,7,BLR-VNS
6E  9681,IDR,HYD,1,IDR-HYD
6E  9682,HYD,IDR,1,HYD-IDR
6E  969,CJB,HYD,7,CJB-HYD
6E  978,BLR,UDR,1,BLR-UDR
6E  979,UDR,BLR,1,UDR-BLR
6E  981,DED,BOM,7,DED-BOM
6E  982,HYD,PAT,7,HYD-PAT
6E  9824,RPR,BOM,7,RPR-BOM
6E  9825,BOM,UDR,7,BOM-UDR
6E  983,BHO,BOM,7,BHO-BOM
6E  984,AMD,BOM,6,AMD-BOM
6E  985,CJB,DEL,7,CJB-DEL
6E  987,MAA,CCU,7,MAA-CCU
6E  989,IXR,HYD,7,IXR-HYD
6E  991,DED,DEL,7,DED-DEL
6E  992,BLR,AMD,2,BLR-AMD
6E  993,DEL,BOM,7,DEL-BOM
6E  994,IXA,CCU,1,IXA-CCU
6E  995,HYD,AMD,7,HYD-AMD
6E  996,AMD,BLR,7,AMD-BLR
6E  997,BLR,CCU,6,BLR-CCU
6E  998,MAA,BOM,7,MAA-BOM
6E  9996,CCU,DIB,7,CCU-DIB
9I 505,BLR,COK,6,BLR-COK
9I 506,AGX,COK,6,AGX-COK
9I 509,BLR,GBI,4,BLR-GBI
9I 510,GBI,BLR,4,GBI-BLR
9I 531,BLR,MYQ,1,BLR-MYQ
9I 532,COK,MYQ,4,COK-MYQ
9I 533,IXE,MYQ,4,IXE-MYQ
9I 534,COK,MYQ,1,COK-MYQ
9I 561,BPM,PNQ,6,BPM-PNQ
9I 562,IXG,PNQ,6,IXG-PNQ
9I 603,DEL,IXD,3,DEL-IXD
9I 604,IXD,DEL,3,IXD-DEL
9I 609,DEL,DED,7,DEL-DED
9I 610,DED,DEL,7,DED-DEL
9I 617,DEL,JLR,3,DEL-JLR
9I 618,JLR,DEL,3,JLR-DEL
9I 623,BOM,NMB,7,BOM-NMB
9I 624,NMB,BOM,7,NMB-BOM
9I 643,DEL,JAI,7,DEL-JAI
9I 644,JAI,DEL,7,JAI-DEL
9I 645,DED,PGH,7,DED-PGH
9I 646,DED,DEL,7,DED-DEL
9I 651,BOM,BHU,7,BOM-BHU
9I 652,BHU,BOM,7,BHU-BOM
9I 657,BOM,GOI,7,BOM-GOI
9I 658,GOI,BOM,7,GOI-BOM
9I 665,BOM,GBI,4,BOM-GBI
9I 666,GBI,BOM,4,GBI-BOM
9I 691,DEL,JLR,4,DEL-JLR
9I 692,PAB,JLR,4,PAB-JLR
9I 697,IXD,PAB,4,IXD-PAB
9I 698,IXD,DEL,4,IXD-DEL
9I 701,DEL,BEK,4,DEL-BEK
9I 702,BEK,DEL,4,BEK-DEL
9I 713,DEL,DHM,6,DEL-DHM
9I 714,IXC,DHM,6,IXC-DHM
9I 737,GAU,IXT,3,GAU-IXT
9I 738,GAU,CCU,3,GAU-CCU
9I 741,DMU,IMF,4,DMU-IMF
9I 742,DMU,GAU,4,DMU-GAU
9I 745,JRG,BBI,7,JRG-BBI
9I 746,JRG,CCU,7,JRG-CCU
9I 748,BBI,JRG,7,BBI-JRG
9I 751,CCU,IXI,7,CCU-IXI
9I 752,IXI,CCU,7,IXI-CCU
9I 805,IXC,KUU,6,IXC-KUU
9I 806,IXC,DEL,6,IXC-DEL
9I 809,DEL,GOP,7,DEL-GOP
9I 810,GOP,DEL,7,GOP-DEL
9I 817,DEL,IXC,3,DEL-IXC
9I 818,IXC,DEL,3,IXC-DEL
9I 831,DEL,IXC,7,DEL-IXC
9I 832,DEL,IXC,7,DEL-IXC
9I 833,DEL,BKB,7,DEL-BKB
9I 834,BKB,DEL,7,BKB-DEL
9I 835,DEL,IXP,3,DEL-IXP
9I 836,IXP,DEL,3,IXP-DEL
9I 837,DEL,LUH,4,DEL-LUH
9I 838,LUH,DEL,4,LUH-DEL
9I 843,DEL,JAI,7,DEL-JAI
9I 844,JAI,DEL,7,JAI-DEL
9I 857,DEL,DED,7,DEL-DED
9I 858,DED,DEL,7,DED-DEL
9I 871,BPM,ISK,6,BPM-ISK
9I 873,AMD,IXY,6,AMD-IXY
9I 874,IXY,AMD,6,IXY-AMD
9I 875,BPM,KLH,4,BPM-KLH
9I 876,BLR,KLH,4,BLR-KLH
9I 879,BPM,HBX,3,BPM-HBX
9I 880,HBX,BPM,3,HBX-BPM
9I 881,BPM,MYQ,7,BPM-MYQ
9I 882,GOI,MYQ,7,GOI-MYQ
9I 885,BPM,JGB,7,BPM-JGB
9I 886,JGB,BPM,7,JGB-BPM
9I 887,AMD,ISK,6,AMD-ISK
9I 888,ISK,BPM,6,ISK-BPM
AI 0401,DEL,CCU,3,DEL-CCU
AI 0402,CCU,DEL,3,CCU-DEL
AI 0403,DEL,RAJ,3,DEL-RAJ
AI 0404,RAJ,DEL,5,RAJ-DEL
AI 0405,VNS,DEL,2,VNS-DEL
AI 0406,DEL,VNS,2,DEL-VNS
AI 0407,DEL,PAT,6,DEL-PAT
AI 0408,PAT,DEL,6,PAT-DEL
AI 0411,DEL,LKO,7,DEL-LKO
AI 0412,LKO,DEL,4,LKO-DEL
AI 0415,DEL,PAT,1,DEL-PAT
AI 0416,PAT,DEL,1,PAT-DEL
AI 0417,DEL,IXR,3,DEL-IXR
AI 0418,IXR,DEL,3,IXR-DEL
AI 0419,DEL,STV,2,DEL-STV
AI 0420,STV,DEL,2,STV-DEL
AI 0421,DEL,IDR,3,DEL-IDR
AI 0422,IDR,DEL,3,IDR-DEL
AI 0423,DEL,STV,1,DEL-STV
AI 0424,BBI,STV,1,BBI-STV
AI 0425,DEL,CNN,4,DEL-CNN
AI 0427,DEL,VNS,1,DEL-VNS
AI 0428,VNS,DEL,1,VNS-DEL
AI 0429,DEL,MAA,7,DEL-MAA
AI 0437,DEL,BHO,6,DEL-BHO
AI 0438,BHO,DEL,6,BHO-DEL
AI 0440,MAA,DEL,7,MAA-DEL
AI 0441,DEL,IXU,1,DEL-IXU
AI 0442,IXU,DEL,1,IXU-DEL
AI 0445,DEL,IXL,4,DEL-IXL
AI 0446,IXL,DEL,2,IXL-DEL
AI 0447,BOM,IXU,3,BOM-IXU
AI 0448,IXU,BOM,3,IXU-BOM
AI 0449,IXL,IXJ,2,IXL-IXJ
AI 0450,IXJ,IXL,2,IXJ-IXL
AI 0451,DEL,VTZ,1,DEL-VTZ
AI 0452,VTZ,DEL,1,VTZ-DEL
AI 0453,DEL,ATQ,4,DEL-ATQ
AI 0454,ATQ,DEL,4,ATQ-DEL
AI 0459,DEL,VGA,2,DEL-VGA
AI 0460,VGA,DEL,2,VGA-DEL
AI 0465,DEL,COK,6,DEL-COK
AI 0466,COK,DEL,6,COK-DEL
AI 0467,DEL,VGA,4,DEL-VGA
AI 0468,VGA,DEL,4,VGA-DEL
AI 0469,DEL,NAG,1,DEL-NAG
AI 0470,NAG,DEL,1,NAG-DEL
AI 0471,DEL,UDR,1,DEL-UDR
AI 0472,UDR,DEL,1,UDR-DEL
AI 0473,DEL,BBI,7,DEL-BBI
AI 0474,BBI,DEL,7,BBI-DEL
AI 0475,DEL,JDH,3,DEL-JDH
AI 0476,JDH,DEL,3,JDH-DEL
AI 0477,DEL,BBI,3,DEL-BBI
AI 0478,BBI,DEL,3,BBI-DEL
AI 0479,DEL,ATQ,7,DEL-ATQ
AI 0480,ATQ,DEL,7,ATQ-DEL
AI 0481,DEL,BHO,3,DEL-BHO
AI 0482,BHO,DEL,3,BHO-DEL
AI 0483,DEL,RPR,6,DEL-RPR
AI 0484,RPR,DEL,6,RPR-DEL
AI 0485,DEL,IXZ,1,DEL-IXZ
AI 0486,IXZ,DEL,1,IXZ-DEL
AI 0489,DEL,STV,1,DEL-STV
AI 0490,STV,DEL,1,STV-DEL
AI 0501,DEL,BLR,7,DEL-BLR
AI 0502,BLR,DEL,7,BLR-DEL
AI 0503,BLR,DEL,7,BLR-DEL
AI 0504,DEL,BLR,7,DEL-BLR
AI 0505,BLR,DEL,7,BLR-DEL
AI 0506,DEL,BLR,6,DEL-BLR
AI 0507,BOM,HBX,3,BOM-HBX
AI 0508,HBX,BOM,3,HBX-BOM
AI 0512,DEL,COK,4,DEL-COK
AI 0513,COK,DEL,4,COK-DEL
AI 0515,HYD,BLR,3,HYD-BLR
AI 0516,BLR,HYD,3,BLR-HYD
AI 0518,HYD,VTZ,1,HYD-VTZ
AI 0519,VTZ,HYD,1,VTZ-HYD
AI 0521,HYD,VTZ,4,HYD-VTZ
AI 0522,VTZ,HYD,4,VTZ-HYD
AI 0523,BLR,JAI,4,BLR-JAI
AI 0524,JAI,BLR,3,JAI-BLR
AI 0525,HYD,CCU,7,HYD-CCU
AI 0526,CCU,HYD,7,CCU-HYD
AI 0527,BLR,PNQ,3,BLR-PNQ
AI 0528,PNQ,BLR,3,PNQ-BLR
AI 0529,HYD,CCU,7,HYD-CCU
AI 0530,CCU,HYD,7,CCU-HYD
AI 0531,DEL,AMD,3,DEL-AMD
AI 0532,AMD,DEL,4,AMD-DEL
AI 0535,DEL,CCU,7,DEL-CCU
AI 0536,CCU,DEL,7,CCU-DEL
AI 0537,DEL,BOM,7,DEL-BOM
AI 0538,BOM,DEL,7,BOM-DEL
AI 0539,CJB,MAA,7,CJB-MAA
AI 0540,DEL,MAA,7,DEL-MAA
AI 0541,TIR,DEL,2,TIR-DEL
AI 0542,DEL,TIR,2,DEL-TIR
AI 0543,HYD,DEL,2,HYD-DEL
AI 0544,DEL,HYD,5,DEL-HYD
AI 0545,MAA,HYD,7,MAA-HYD
AI 0546,HYD,MAA,7,HYD-MAA
AI 0549,MAA,IXZ,1,MAA-IXZ
AI 0550,IXZ,MAA,1,IXZ-MAA
AI 0553,DEL,MAA,3,DEL-MAA
AI 0554,MAA,DEL,3,MAA-DEL
AI 0558,DEL,HYD,7,DEL-HYD
AI 0559,HYD,DEL,7,HYD-DEL
AI 0560,DEL,HYD,2,DEL-HYD
AI 0563,MAA,BLR,3,MAA-BLR
AI 0564,BLR,MAA,3,BLR-MAA
AI 0565,BLR,LKO,1,BLR-LKO
AI 0566,LKO,BLR,1,LKO-BLR
AI 0568,HYD,DED,1,HYD-DED
AI 0571,HYD,JAI,4,HYD-JAI
AI 0573,BLR,PAT,1,BLR-PAT
AI 0574,PAT,BLR,1,PAT-BLR
AI 0577,BLR,CCU,6,BLR-CCU
AI 0578,CCU,BLR,6,CCU-BLR
AI 0608,BLR,BOM,7,BLR-BOM
AI 0609,BOM,BLR,7,BOM-BLR
AI 0611,BOM,JAI,4,BOM-JAI
AI 0612,JAI,BOM,4,JAI-BOM
AI 0617,BOM,HYD,3,BOM-HYD
AI 0618,HYD,BOM,3,HYD-BOM
AI 0624,DEL,BOM,6,DEL-BOM
AI 0625,BOM,LKO,3,BOM-LKO
AI 0626,LKO,BOM,3,LKO-BOM
AI 0627,BOM,NAG,4,BOM-NAG
AI 0628,NAG,BOM,4,NAG-BOM
AI 0631,BOM,BHO,7,BOM-BHO
AI 0632,BHO,BOM,7,BHO-BOM
AI 0637,BOM,AMD,1,BOM-AMD
AI 0638,AMD,BOM,1,AMD-BOM
AI 0639,BOM,BLR,5,BOM-BLR
AI 0640,BLR,BOM,5,BLR-BOM
AI 0641,BOM,BDQ,2,BOM-BDQ
AI 0642,BDQ,BOM,2,BDQ-BOM
AI 0645,BOM,JDH,3,BOM-JDH
AI 0646,JDH,BOM,3,JDH-BOM
AI 0647,BOM,JGA,4,BOM-JGA
AI 0648,JGA,BOM,4,JGA-BOM
AI 0649,BOM,ATQ,3,BOM-ATQ
AI 0650,ATQ,BOM,3,ATQ-BOM
AI 0651,BOM,RPR,3,BOM-RPR
AI 0652,BOM,RPR,4,BOM-RPR
AI 0653,RPR,BOM,4,RPR-BOM
AI 0655,BOM,RAJ,4,BOM-RAJ
AI 0656,RAJ,BOM,4,RAJ-BOM
AI 0657,BOM,CJB,3,BOM-CJB
AI 0658,CJB,BOM,3,CJB-BOM
AI 0659,BOM,TIR,2,BOM-TIR
AI 0660,TIR,BOM,2,TIR-BOM
AI 0663,BOM,GOI,4,BOM-GOI
AI 0664,GOI,BOM,4,GOI-BOM
AI 0667,GOI,STV,1,GOI-STV
AI 0669,BOM,BBI,6,BOM-BBI
AI 0670,BBI,BOM,4,BBI-BOM
AI 0671,BOM,MAA,7,BOM-MAA
AI 0672,IXM,MAA,7,IXM-MAA
AI 0674,CCU,STV,1,CCU-STV
AI 0675,BOM,CCU,3,BOM-CCU
AI 0676,CCU,BOM,3,CCU-BOM
AI 0677,DEL,BOM,7,DEL-BOM
AI 0678,BOM,DEL,7,BOM-DEL
AI 0679,BOM,IXE,4,BOM-IXE
AI 0680,BLR,IXE,4,BLR-IXE
AI 0681,BOM,COK,3,BOM-COK
AI 0682,COK,BOM,3,COK-BOM
AI 0683,BOM,GOI,4,BOM-GOI
AI 0684,GOI,BOM,4,GOI-BOM
AI 0685,BOM,MAA,6,BOM-MAA
AI 0686,MAA,BOM,6,MAA-BOM
AI 0687,BOM,DEL,6,BOM-DEL
AI 0688,BOM,DED,2,BOM-DED
AI 0689,DED,BOM,2,DED-BOM
AI 0693,BOM,TRV,4,BOM-TRV
AI 0694,TRV,BOM,4,TRV-BOM
